State,colonies,Maximum_colonies1,Lost_colonies,Percent_lost2,Added_colonies,Renov_colonies3,Percent_renov4,Year,Qtr,Varroa_mites,Other_parasites,Diseases,Pestticides,Other3,Unknown,POPESTIMATE2015,POPESTIMATE2016,POPESTIMATE2017,POPESTIMATE2018,POPESTIMATE2019,ESTIMATESBASE2010
MD,8000,8000,2300,29,30,10,0,2019,Q1,12.6,5.1,0.2,0,10.1,2.4,5985562,6003323,6023868,6035802,6045680,5773794
MA,3800,3800,680,18,60,20,1,2019,Q1,10.3,0,0,4.3,6.3,0.9,6794228,6823608,6859789,6882635,6892503,6547785
MI,24000,33000,6500,20,0,0,0,2019,Q1,18.2,5.8,1.5,0.2,12.2,0.7,9931715,9950571,9973114,9984072,9986857,9884116
MN,17000,43000,2200,5,80,470,1,2019,Q1,1.3,0.2,1.9,0,2,0.8,5482032,5522744,5566230,5606249,5639632,5303927
MS,26000,29000,2400,8,3800,1700,6,2019,Q1,14.6,71,64.8,48.4,1.9,5.5,2988471,2987938,2988510,2981020,2976149,2968130
MO,8500,8500,1100,13,80,60,1,2019,Q1,5.4,2.3,1.9,0.5,5.4,3.2,6071732,6087135,6106670,6121623,6137428,5988950
MT,37000,68000,3500,5,1700,1900,3,2019,Q1,15.1,0,0,0.8,0.8,1.1,1030475,1040859,1052482,1060665,1068778,989407
NE,13500,16500,2500,15,0,0,0,2019,Q1,32.3,1.3,32,0.8,2.2,0.1,1891277,1905616,1915947,1925614,1934408,1826305
NJ,6000,6000,310,5,130,60,1,2019,Q1,15.3,4.4,0,0,3.5,0.6,8867949,8870827,8885525,8886025,8882190,8791978
NM,4800,4800,170,4,0,0,0,2019,Q1,3.5,1.1,0.6,0,1.4,0.3,2089291,2091630,2091784,2092741,2096829,2059199
NY,24000,24000,3400,14,110,80,0,2019,Q1,10.6,2.5,1.7,1.7,7.7,9,19654666,19633428,19589572,19530351,19453561,19378144
NC,10500,14500,1700,12,750,890,6,2019,Q1,16.4,2,0.2,0.7,2.2,3.4,10031646,10154788,10268233,10381615,10488084,9535751
ND,92000,102000,1100,1,0,1300,1,2019,Q1,6.9,0,0,6.5,0.4,1.3,754066,754434,754942,758080,762062,672576
OH,10500,12500,3500,28,1700,440,4,2019,Q1,49.3,9.9,11.1,1.1,6.7,3.1,11617527,11634370,11659650,11676341,11689100,11536751
OK,21000,55000,50,0,20,0,0,2019,Q1,7.7,0.3,0,0,0,0,3909500,3926331,3931316,3940235,3956971,3751582
OR,89000,95000,7500,8,8000,1800,2,2019,Q1,18,0.1,0.2,0.2,2.7,0.5,4015792,4089976,4143625,4181886,4217737,3831079
PA,15000,15000,2900,19,370,320,2,2019,Q1,15.3,4.6,3.7,4,7.5,9.5,12784826,12782275,12787641,12800922,12801989,12702868
SC,12000,13000,690,5,2000,340,3,2019,Q1,18.5,14.5,0,1.7,12.4,1,4891938,4957968,5021268,5084156,5148714,4625366
SD,18500,18500,1100,6,0,0,0,2019,Q1,0.8,0,0,2.5,0.8,2.2,853988,862996,872868,878698,884659,814198
TN,6000,7000,1500,21,240,320,5,2019,Q1,62.8,23.6,5.1,0.9,7.7,7.1,6591170,6646010,6708799,6771631,6829174,6346276
TX,260000,330000,17000,5,61000,35000,11,2019,Q1,26.1,6.5,5.3,8.3,6.9,3,27470056,27914410,28295273,28628666,28995881,25146091
UT,8500,11000,1800,16,900,0,0,2019,Q1,22.9,0,0.1,0,0.3,8.8,2981835,3041868,3101042,3153550,3205958,2763891
VT,6500,6500,260,4,50,0,0,2019,Q1,6.2,0.1,2.4,0,0.2,1.2,625216,623657,624344,624358,623989,625737
VA,5500,5500,1100,20,80,110,2,2019,Q1,16.6,12.8,0.8,0.3,3.9,9.3,8361808,8410106,8463587,8501286,8535519,8001049
WA,51000,75000,7000,9,5500,2200,3,2019,Q1,22.3,0.8,0.6,0.3,0.8,0.2,7163657,7294771,7423362,7523869,7614893,6724540
WV,5000,7000,1300,19,20,60,1,2019,Q1,10.3,3.2,1.1,0.2,5,1.3,1842050,1831023,1817004,1804291,1792147,1853018
WI,16500,17000,3700,22,580,100,1,2019,Q1,15.9,3.2,0.7,1.1,13.8,5,5760940,5772628,5790186,5807406,5822434,5687285
WY,6500,9500,250,3,0,0,0,2019,Q1,0.7,0,0.1,0,0.5,2.3,585613,584215,578931,577601,578759,563775
AL,0,0,0,0,0,0,0,2019,Q2,0,0,0,0,0,0,4852347,4863525,4874486,4887681,4903185,4780125
AZ,0,0,0,0,0,0,0,2019,Q2,0,0,0,0,0,0,6829676,6941072,7044008,7158024,7278717,6392288
AR,0,0,0,0,0,0,0,2019,Q2,0,0,0,0,0,0,2978048,2989918,3001345,3009733,3017804,2916031
CA,0,0,0,0,0,0,0,2019,Q2,0,0,0,0,0,0,38918045,39167117,39358497,39461588,39512223,37254519
CO,0,0,0,0,0,0,0,2019,Q2,0,0,0,0,0,0,5450623,5539215,5611885,5691287,5758736,5029319
CT,0,0,0,0,0,0,0,2019,Q2,0,0,0,0,0,0,3587122,3578141,3573297,3571520,3565287,3574147
FL,0,0,0,0,0,0,0,2019,Q2,0,0,0,0,0,0,20209042,20613477,20963613,21244317,21477737,18804564
GA,0,0,0,0,0,0,0,2019,Q2,0,0,0,0,0,0,10178447,10301890,10410330,10511131,10617423,9688729
HI,0,0,0,0,0,0,0,2019,Q2,0,0,0,0,0,0,1422052,1427559,1424393,1420593,1415872,1360307
ID,0,0,0,0,0,0,0,2019,Q2,0,0,0,0,0,0,1651059,1682380,1717715,1750536,1787065,1567657
IL,0,0,0,0,0,0,0,2019,Q2,0,0,0,0,0,0,12858913,12820527,12778828,12723071,12671821,12831572
IN,0,0,0,0,0,0,0,2019,Q2,0,0,0,0,0,0,6608422,6634304,6658078,6695497,6732219,6484051
IA,0,0,0,0,0,0,0,2019,Q2,0,0,0,0,0,0,3120960,3131371,3141550,3148618,3155070,3046871
KS,0,0,0,0,0,0,0,2019,Q2,0,0,0,0,0,0,2909011,2910844,2908718,2911359,2913314,2853123
KY,0,0,0,0,0,0,0,2019,Q2,0,0,0,0,0,0,4425976,4438182,4452268,4461153,4467673,4339333
LA,0,0,0,0,0,0,0,2019,Q2,0,0,0,0,0,0,4664628,4678135,4670560,4659690,4648794,4533487
ME,0,0,0,0,0,0,0,2019,Q2,0,0,0,0,0,0,1328262,1331317,1334612,1339057,1344212,1328358
MD,0,0,0,0,0,0,0,2019,Q2,0,0,0,0,0,0,5985562,6003323,6023868,6035802,6045680,5773794
MA,0,0,0,0,0,0,0,2019,Q2,0,0,0,0,0,0,6794228,6823608,6859789,6882635,6892503,6547785
MI,0,0,0,0,0,0,0,2019,Q2,0,0,0,0,0,0,9931715,9950571,9973114,9984072,9986857,9884116
MN,0,0,0,0,0,0,0,2019,Q2,0,0,0,0,0,0,5482032,5522744,5566230,5606249,5639632,5303927
MS,0,0,0,0,0,0,0,2019,Q2,0,0,0,0,0,0,2988471,2987938,2988510,2981020,2976149,2968130
MO,0,0,0,0,0,0,0,2019,Q2,0,0,0,0,0,0,6071732,6087135,6106670,6121623,6137428,5988950
MT,0,0,0,0,0,0,0,2019,Q2,0,0,0,0,0,0,1030475,1040859,1052482,1060665,1068778,989407
NE,0,0,0,0,0,0,0,2019,Q2,0,0,0,0,0,0,1891277,1905616,1915947,1925614,1934408,1826305
NJ,0,0,0,0,0,0,0,2019,Q2,0,0,0,0,0,0,8867949,8870827,8885525,8886025,8882190,8791978
NM,0,0,0,0,0,0,0,2019,Q2,0,0,0,0,0,0,2089291,2091630,2091784,2092741,2096829,2059199
NY,0,0,0,0,0,0,0,2019,Q2,0,0,0,0,0,0,19654666,19633428,19589572,19530351,19453561,19378144
NC,0,0,0,0,0,0,0,2019,Q2,0,0,0,0,0,0,10031646,10154788,10268233,10381615,10488084,9535751
ND,0,0,0,0,0,0,0,2019,Q2,0,0,0,0,0,0,754066,754434,754942,758080,762062,672576
OH,0,0,0,0,0,0,0,2019,Q2,0,0,0,0,0,0,11617527,11634370,11659650,11676341,11689100,11536751
OK,0,0,0,0,0,0,0,2019,Q2,0,0,0,0,0,0,3909500,3926331,3931316,3940235,3956971,3751582
OR,0,0,0,0,0,0,0,2019,Q2,0,0,0,0,0,0,4015792,4089976,4143625,4181886,4217737,3831079
PA,0,0,0,0,0,0,0,2019,Q2,0,0,0,0,0,0,12784826,12782275,12787641,12800922,12801989,12702868
SC,0,0,0,0,0,0,0,2019,Q2,0,0,0,0,0,0,4891938,4957968,5021268,5084156,5148714,4625366
SD,0,0,0,0,0,0,0,2019,Q2,0,0,0,0,0,0,853988,862996,872868,878698,884659,814198
TN,0,0,0,0,0,0,0,2019,Q2,0,0,0,0,0,0,6591170,6646010,6708799,6771631,6829174,6346276
TX,0,0,0,0,0,0,0,2019,Q2,0,0,0,0,0,0,27470056,27914410,28295273,28628666,28995881,25146091
UT,0,0,0,0,0,0,0,2019,Q2,0,0,0,0,0,0,2981835,3041868,3101042,3153550,3205958,2763891
VT,0,0,0,0,0,0,0,2019,Q2,0,0,0,0,0,0,625216,623657,624344,624358,623989,625737
VA,0,0,0,0,0,0,0,2019,Q2,0,0,0,0,0,0,8361808,8410106,8463587,8501286,8535519,8001049
WA,0,0,0,0,0,0,0,2019,Q2,0,0,0,0,0,0,7163657,7294771,7423362,7523869,7614893,6724540
WV,0,0,0,0,0,0,0,2019,Q2,0,0,0,0,0,0,1842050,1831023,1817004,1804291,1792147,1853018
WI,0,0,0,0,0,0,0,2019,Q2,0,0,0,0,0,0,5760940,5772628,5790186,5807406,5822434,5687285
WY,0,0,0,0,0,0,0,2019,Q2,0,0,0,0,0,0,585613,584215,578931,577601,578759,563775
AL,7000,7000,990,14,160,330,5,2019,Q3,30.6,24.6,2.9,0.2,9.7,6.4,4852347,4863525,4874486,4887681,4903185,4780125
AZ,26000,30000,2000,7,5500,3800,13,2019,Q3,29,9.9,2.7,11.4,13.2,0.6,6829676,6941072,7044008,7158024,7278717,6392288
AR,20000,21000,2100,10,170,680,3,2019,Q3,53.2,19.7,6.8,50.5,6.9,39.3,2978048,2989918,3001345,3009733,3017804,2916031
CA,650000,700000,93000,13,87000,108000,15,2019,Q3,49,11.5,8.7,16,11.1,3.2,38918045,39167117,39358497,39461588,39512223,37254519
CO,33000,36000,9500,26,2200,3400,9,2019,Q3,79.8,12.5,4.8,10.2,9.4,1,5450623,5539215,5611885,5691287,5758736,5029319
CT,4400,4400,200,5,70,470,11,2019,Q3,24.3,6.9,2.4,0,3.9,0.5,3587122,3578141,3573297,3571520,3565287,3574147
FL,210000,240000,20000,8,46000,33000,14,2019,Q3,44.9,20.7,6.3,18.2,11.7,10.8,20209042,20613477,20963613,21244317,21477737,18804564
GA,116000,118000,13000,11,12000,36000,31,2019,Q3,52.5,18.6,1.6,25.8,17.1,4.6,10178447,10301890,10410330,10511131,10617423,9688729
HI,17000,17000,200,1,200,6000,35,2019,Q3,37.2,39,0.3,0,1.3,0.2,1422052,1427559,1424393,1420593,1415872,1360307
ID,95000,111000,10500,9,8500,12500,11,2019,Q3,59.9,15.4,21.7,9.9,18.5,0.8,1651059,1682380,1717715,1750536,1787065,1567657
IL,13500,13500,940,7,460,1300,10,2019,Q3,35.9,8.3,0.7,2.5,5.5,11.5,12858913,12820527,12778828,12723071,12671821,12831572
IN,14000,16000,1000,6,2200,1500,9,2019,Q3,55.7,15.2,3,23.1,19.2,1.4,6608422,6634304,6658078,6695497,6732219,6484051
IA,30000,33000,3400,10,2000,4800,15,2019,Q3,39.4,7.1,5.8,26.3,27.8,3.6,3120960,3131371,3141550,3148618,3155070,3046871
KS,7500,7500,1900,25,190,400,5,2019,Q3,67.5,33.8,21.8,23.9,1.2,0.5,2909011,2910844,2908718,2911359,2913314,2853123
KY,8000,8500,850,10,700,430,5,2019,Q3,29.2,17.6,0.4,5.2,7.9,8.6,4425976,4438182,4452268,4461153,4467673,4339333
LA,42000,44000,4100,9,4400,13000,30,2019,Q3,67.1,66.8,0.4,57,2.5,2.7,4664628,4678135,4670560,4659690,4648794,4533487
ME,11500,12000,1100,9,460,3500,29,2019,Q3,10.1,0.7,0.1,0,0.2,0.1,1328262,1331317,1334612,1339057,1344212,1328358
MD,7500,7500,790,11,720,1200,16,2019,Q3,26.7,2.7,0,0.3,5.1,1.4,5985562,6003323,6023868,6035802,6045680,5773794
MA,13500,13500,1100,8,800,560,4,2019,Q3,13,2.9,0.2,0,0.7,7.3,6794228,6823608,6859789,6882635,6892503,6547785
MI,94000,99000,11000,11,3000,3300,3,2019,Q3,42.7,16.4,8.7,7.3,2.1,1.5,9931715,9950571,9973114,9984072,9986857,9884116
MN,126000,129000,21000,16,5000,2100,2,2019,Q3,54.9,8.2,4,13.4,6.6,2.1,5482032,5522744,5566230,5606249,5639632,5303927
MS,23000,23000,2900,13,550,850,4,2019,Q3,59.1,45.6,2.4,25.4,4,5.1,2988471,2987938,2988510,2981020,2976149,2968130
MO,10500,10500,500,5,260,350,3,2019,Q3,18.4,7.1,0.4,0.8,2.1,0.6,6071732,6087135,6106670,6121623,6137428,5988950
MT,147000,154000,18500,12,3600,12500,8,2019,Q3,28,10,10.6,6.1,4.1,1,1030475,1040859,1052482,1060665,1068778,989407
NE,40000,41000,3700,9,680,1400,3,2019,Q3,29.2,2.7,1.8,2.8,7.2,1.9,1891277,1905616,1915947,1925614,1934408,1826305
NJ,16000,16000,680,4,650,3100,19,2019,Q3,26.1,2.3,0.3,0.2,0.5,0.1,8867949,8870827,8885525,8886025,8882190,8791978
NM,2400,5500,170,3,1000,550,10,2019,Q3,39.5,29.1,0.9,0,0.8,0,2089291,2091630,2091784,2092741,2096829,2059199
NY,65000,69000,8500,12,3200,3700,5,2019,Q3,30.7,11.5,1.2,8.2,2.5,3.8,19654666,19633428,19589572,19530351,19453561,19378144
NC,22000,22000,2700,12,1800,5000,23,2019,Q3,26.9,11.3,19.7,4,9.7,5.7,10031646,10154788,10268233,10381615,10488084,9535751
ND,530000,530000,81000,15,15000,17500,3,2019,Q3,48.4,10.2,14.7,9,23.7,9.3,754066,754434,754942,758080,762062,672576
OH,19500,19500,1600,8,2800,3000,15,2019,Q3,40.6,23,4.2,1.8,5.9,3.9,11617527,11634370,11659650,11676341,11689100,11536751
OK,7500,7500,930,12,130,1100,15,2019,Q3,29,1.4,0.1,0.1,4.1,4.4,3909500,3926331,3931316,3940235,3956971,3751582
OR,83000,118000,8000,7,6000,21000,18,2019,Q3,35.4,12.8,19.8,15.1,16.6,0.4,4015792,4089976,4143625,4181886,4217737,3831079
PA,19000,20000,980,5,1800,1900,10,2019,Q3,23.4,8.8,1.8,5,1.5,5.6,12784826,12782275,12787641,12800922,12801989,12702868
SC,14500,14500,2200,15,2000,1400,10,2019,Q3,44.9,11.6,0.6,16.2,19.6,3.7,4891938,4957968,5021268,5084156,5148714,4625366
SD,255000,255000,51000,20,1300,8000,3,2019,Q3,10.4,3.5,0.3,14,4,1.5,853988,862996,872868,878698,884659,814198
TN,14000,14000,4500,32,2200,2200,16,2019,Q3,51.4,23.3,0.2,9.1,11.5,1.5,6591170,6646010,6708799,6771631,6829174,6346276
TX,126000,133000,11000,8,6500,7000,5,2019,Q3,21.9,18.3,4.4,11.5,7.2,2.1,27470056,27914410,28295273,28628666,28995881,25146091
UT,24000,29000,2800,10,3500,1700,6,2019,Q3,29.4,4.9,5.5,0.2,0.6,4.6,2981835,3041868,3101042,3153550,3205958,2763891
VT,7000,7000,120,2,80,490,7,2019,Q3,22.2,4.3,0.7,0,0.5,0.1,625216,623657,624344,624358,623989,625737
VA,9000,9000,570,6,350,820,9,2019,Q3,37.9,18.3,0.9,1.3,2.7,3.1,8361808,8410106,8463587,8501286,8535519,8001049
WA,85000,97000,21000,22,12000,10000,10,2019,Q3,47.3,0.9,2.5,4.6,9.4,0.3,7163657,7294771,7423362,7523869,7614893,6724540
WV,10000,10000,1100,11,200,1100,11,2019,Q3,33.7,10.7,0.7,2.7,6.9,0.3,1842050,1831023,1817004,1804291,1792147,1853018
WI,63000,63000,6500,10,2400,10000,16,2019,Q3,46.4,20.5,13.9,18.1,6.5,3.9,5760940,5772628,5790186,5807406,5822434,5687285
WY,24000,27000,3000,11,2500,3500,13,2019,Q3,45.7,0.4,3.3,2.2,6.3,2.5,585613,584215,578931,577601,578759,563775
AL,6000,6000,660,11,240,70,1,2019,Q4,46.7,26.7,0.6,4.9,9,11.3,4852347,4863525,4874486,4887681,4903185,4780125
AZ,34000,36000,7000,19,300,300,1,2019,Q4,53.9,1.5,0.4,23.3,4,2.9,6829676,6941072,7044008,7158024,7278717,6392288
AR,19000,19500,1600,8,430,310,2,2019,Q4,47.7,39.7,1.4,7.8,12.5,32.8,2978048,2989918,3001345,3009733,3017804,2916031
CA,700000,1300000,136000,10,160000,37000,3,2019,Q4,40.5,10.9,5.2,11.3,8,5,38918045,39167117,39358497,39461588,39512223,37254519
CO,27000,27000,8000,30,1100,440,2,2019,Q4,67.7,1.5,0,15.3,2.6,0.8,5450623,5539215,5611885,5691287,5758736,5029319
CT,3800,4000,300,8,10,50,1,2019,Q4,22.2,11.1,2.4,0,1.7,1.6,3587122,3578141,3573297,3571520,3565287,3574147
FL,270000,300000,30000,10,28000,15000,5,2019,Q4,43.5,25.6,7.8,11.7,7.8,4.8,20209042,20613477,20963613,21244317,21477737,18804564
GA,119000,131000,20000,15,10500,10500,8,2019,Q4,34.3,18.2,5.6,9.1,2.6,4.4,10178447,10301890,10410330,10511131,10617423,9688729
HI,17000,17000,1300,8,300,50,0,2019,Q4,44,61.8,0.2,1,0.1,0,1422052,1427559,1424393,1420593,1415872,1360307
ID,111000,196000,15500,8,1800,1000,1,2019,Q4,20.3,4.3,5.4,10.5,9.9,1.1,1651059,1682380,1717715,1750536,1787065,1567657
IL,13000,13000,1700,13,1000,1500,12,2019,Q4,28.9,27.3,1.1,3.4,8.9,8.9,12858913,12820527,12778828,12723071,12671821,12831572
IN,17500,17500,1300,7,160,180,1,2019,Q4,20.7,15,2.6,6.7,1.6,0.6,6608422,6634304,6658078,6695497,6732219,6484051
IA,32000,32000,7500,23,1500,530,2,2019,Q4,61,17.8,5.6,25.2,19.7,4.2,3120960,3131371,3141550,3148618,3155070,3046871
KS,4800,4900,650,13,190,460,9,2019,Q4,65.8,15,11.9,43.4,0.4,14.4,2909011,2910844,2908718,2911359,2913314,2853123
KY,8500,8500,410,5,190,170,2,2019,Q4,33,20.1,0.2,5.3,12,9.9,4425976,4438182,4452268,4461153,4467673,4339333
LA,41000,46000,2300,5,70,80,0,2019,Q4,33,18.5,3.5,0.7,6.1,0.9,4664628,4678135,4670560,4659690,4648794,4533487
ME,11500,11500,770,7,110,40,0,2019,Q4,20.5,0,0.1,2.5,0.3,0.2,1328262,1331317,1334612,1339057,1344212,1328358
MD,6500,8000,1100,14,390,420,5,2019,Q4,12.6,4.5,1.8,0,0.3,5,5985562,6003323,6023868,6035802,6045680,5773794
MA,5000,5000,1200,24,60,130,3,2019,Q4,7.6,0.2,0.8,0,1.1,10.7,6794228,6823608,6859789,6882635,6892503,6547785
MI,84000,84000,6500,8,820,1500,2,2019,Q4,37,9.7,9.2,8.3,1.1,3.8,9931715,9950571,9973114,9984072,9986857,9884116
MN,97000,97000,15500,16,3400,60,0,2019,Q4,37.3,7.8,1.2,6.1,1.8,4,5482032,5522744,5566230,5606249,5639632,5303927
MS,21000,29000,3400,12,350,50,0,2019,Q4,41,38,4.1,13.9,10.5,5.2,2988471,2987938,2988510,2981020,2976149,2968130
MO,9000,10000,1500,15,260,10,0,2019,Q4,19.2,5.9,0.2,0.1,1.5,0.4,6071732,6087135,6106670,6121623,6137428,5988950
MT,71000,79000,7000,9,770,4000,5,2019,Q4,15.7,1.8,0,0.8,2.8,0.3,1030475,1040859,1052482,1060665,1068778,989407
NE,37000,38000,2700,7,320,10,0,2019,Q4,5.8,1,0,3.5,2.8,6.4,1891277,1905616,1915947,1925614,1934408,1826305
NJ,15500,15500,220,1,60,80,1,2019,Q4,2.5,0.9,0,0,1.3,0.5,8867949,8870827,8885525,8886025,8882190,8791978
NM,6000,6000,70,1,30,10,0,2019,Q4,5.2,0.3,0.4,0,2.6,0,2089291,2091630,2091784,2092741,2096829,2059199
NY,65000,65000,10000,15,630,510,1,2019,Q4,33.3,24.8,3,8.7,3.2,4,19654666,19633428,19589572,19530351,19453561,19378144
NC,17500,18000,3200,18,240,770,4,2019,Q4,44.5,21,4.5,2.4,15.7,11.7,10031646,10154788,10268233,10381615,10488084,9535751
ND,420000,420000,27000,6,3000,4300,1,2019,Q4,43,7.1,1.8,3.7,2,1.7,754066,754434,754942,758080,762062,672576
OH,19000,19000,2700,14,800,390,2,2019,Q4,33.2,5.6,0.4,0.6,3.3,7.6,11617527,11634370,11659650,11676341,11689100,11536751
OK,6500,37000,2500,7,460,0,0,2019,Q4,1,0.4,0,0.4,0.4,0.1,3909500,3926331,3931316,3940235,3956971,3751582
OR,115000,130000,15000,12,650,2000,2,2019,Q4,35.8,2.1,4.7,1.8,16.6,16,4015792,4089976,4143625,4181886,4217737,3831079
PA,21000,21000,3800,18,1600,1100,5,2019,Q4,33.2,4.6,1,3.2,2.3,2.9,12784826,12782275,12787641,12800922,12801989,12702868
SC,12500,13500,1900,14,1400,430,3,2019,Q4,56.7,18.4,1.7,3.5,13.1,6.3,4891938,4957968,5021268,5084156,5148714,4625366
SD,189000,189000,7500,4,0,40,0,2019,Q4,12.2,6.1,3.2,5.6,11.2,1.5,853988,862996,872868,878698,884659,814198
TN,11000,11000,1300,12,20,70,1,2019,Q4,66.6,53.5,0,33.6,7.6,9.1,6591170,6646010,6708799,6771631,6829174,6346276
TX,129000,240000,17500,7,8000,1700,1,2019,Q4,23.1,14,4.6,4.9,5.8,1.4,27470056,27914410,28295273,28628666,28995881,25146091
UT,30000,32000,4400,14,970,90,0,2019,Q4,22.1,2,2,10.3,0.2,0.3,2981835,3041868,3101042,3153550,3205958,2763891
VT,7000,7000,190,3,100,270,4,2019,Q4,21,1.3,0.6,0.8,0.6,0.9,625216,623657,624344,624358,623989,625737
VA,8000,8000,1200,15,10,190,2,2019,Q4,37.7,18.6,0.4,0,5.3,6,8361808,8410106,8463587,8501286,8535519,8001049
WA,89000,93000,12500,13,810,100,0,2019,Q4,40.3,2.3,0.6,19.6,2.9,3.2,7163657,7294771,7423362,7523869,7614893,6724540
WV,7500,8000,1500,19,30,1600,20,2019,Q4,65.8,10.7,1.1,0.4,6.1,2.2,1842050,1831023,1817004,1804291,1792147,1853018
WI,46000,46000,8500,18,1800,3000,7,2019,Q4,40,22.1,14.8,14.1,22,7.3,5760940,5772628,5790186,5807406,5822434,5687285
WY,27000,28000,3300,12,100,490,2,2019,Q4,27.6,12.3,3.2,0,4.3,13.2,585613,584215,578931,577601,578759,563775
AL,5500,8000,410,5,1000,780,10,2020,Q1,12.4,3.4,0,0.1,1.7,4.3,4852347,4863525,4874486,4887681,4903185,4780125
AZ,29000,32000,6500,20,150,120,0,2020,Q1,31.7,0.1,0.1,0,10.1,9,6829676,6941072,7044008,7158024,7278717,6392288
AR,16500,17500,1200,7,700,30,0,2020,Q1,31.7,22.7,0.2,2.6,0.4,11.2,2978048,2989918,3001345,3009733,3017804,2916031
CA,1350000,1710000,230000,13,240000,66000,4,2020,Q1,22.4,6,5,5.3,5.3,4.2,38918045,39167117,39358497,39461588,39512223,37254519
CO,4500,16000,650,4,850,500,3,2020,Q1,20.8,0,0.1,0.4,10.8,2.4,5450623,5539215,5611885,5691287,5758736,5029319
CT,3700,4100,330,8,60,0,0,2020,Q1,11.2,2.9,0.4,0,2.8,3,3587122,3578141,3573297,3571520,3565287,3574147
FL,295000,310000,30000,10,41000,8000,3,2020,Q1,28,14.2,5.5,5.3,8.7,10.9,20209042,20613477,20963613,21244317,21477737,18804564
GA,115000,121000,14500,12,32000,22000,18,2020,Q1,50.9,3.4,0.2,0.3,0.4,7.5,10178447,10301890,10410330,10511131,10617423,9688729
HI,16000,16000,1500,9,1000,2200,14,2020,Q1,75.3,60.8,0.1,0,0.2,0.2,1422052,1427559,1424393,1420593,1415872,1360307
ID,156000,168000,18500,11,4400,920,1,2020,Q1,10.4,0.8,0.1,2.8,2.1,1.9,1651059,1682380,1717715,1750536,1787065,1567657
IL,11500,13000,2100,16,900,160,1,2020,Q1,17.2,8.9,0.2,0,7.3,10,12858913,12820527,12778828,12723071,12671821,12831572
IN,11000,11500,1600,14,880,420,4,2020,Q1,8.2,0.5,0.1,2.9,1.9,6.2,6608422,6634304,6658078,6695497,6732219,6484051
IA,9000,21000,1600,8,1200,420,2,2020,Q1,22.3,1.9,0,0.2,5.7,5.5,3120960,3131371,3141550,3148618,3155070,3046871
KS,4500,7000,750,11,1200,130,2,2020,Q1,13.3,8.1,7.8,7.8,3.1,11.3,2909011,2910844,2908718,2911359,2913314,2853123
KY,7000,10500,1200,11,1500,120,1,2020,Q1,17.4,2.6,2,0.3,7.6,6.5,4425976,4438182,4452268,4461153,4467673,4339333
LA,44000,48000,4800,10,9000,20000,42,2020,Q1,26.5,7,0.7,1.2,1.4,0.6,4664628,4678135,4670560,4659690,4648794,4533487
ME,1300,1700,130,8,0,0,0,2020,Q1,19.6,1.2,0.7,0,2.2,3,1328262,1331317,1334612,1339057,1344212,1328358
MD,7000,7500,640,9,0,30,0,2020,Q1,19.9,1.5,0.1,0,8.5,2.4,5985562,6003323,6023868,6035802,6045680,5773794
MA,3800,4000,350,9,600,100,3,2020,Q1,13.9,0.5,1.8,0.3,4.5,2.2,6794228,6823608,6859789,6882635,6892503,6547785
MI,60000,65000,6000,9,3800,100,0,2020,Q1,8.1,0.5,0.2,0.2,0.4,0.7,9931715,9950571,9973114,9984072,9986857,9884116
MN,21000,57000,1000,2,2000,40,0,2020,Q1,3.5,0,0,0.2,4.3,0.3,5482032,5522744,5566230,5606249,5639632,5303927
MS,26000,28000,5000,18,16000,660,2,2020,Q1,58.6,50.9,0.3,1.8,14.5,3.6,2988471,2987938,2988510,2981020,2976149,2968130
MO,8500,8500,2100,25,30,0,0,2020,Q1,8.4,3.4,0.9,1.6,2.1,3.4,6071732,6087135,6106670,6121623,6137428,5988950
MT,18000,48000,150,0,0,0,0,2020,Q1,4,0,0,0,0.5,0,1030475,1040859,1052482,1060665,1068778,989407
NE,9000,17000,670,4,70,0,0,2020,Q1,2.2,0.1,0.1,0,0.3,0.8,1891277,1905616,1915947,1925614,1934408,1826305
NJ,6500,7000,250,4,110,40,1,2020,Q1,9.4,2.9,0.5,0.1,3.2,2.3,8867949,8870827,8885525,8886025,8882190,8791978
NM,6000,6000,40,1,120,0,0,2020,Q1,2.1,0,0,0,0.7,0.2,2089291,2091630,2091784,2092741,2096829,2059199
NY,29000,36000,3700,10,230,370,1,2020,Q1,6.6,2.9,0,0,1.7,7.7,19654666,19633428,19589572,19530351,19453561,19378144
NC,15000,23000,2200,10,3000,490,2,2020,Q1,35.7,7.1,4.8,0.6,1.4,5.1,10031646,10154788,10268233,10381615,10488084,9535751
ND,53000,82000,4500,5,2500,0,0,2020,Q1,0.6,0,0,0,3.1,0,754066,754434,754942,758080,762062,672576
OH,15500,20000,5500,28,840,1100,6,2020,Q1,17.6,3.6,1.1,0.1,3,13.4,11617527,11634370,11659650,11676341,11689100,11536751
OK,19500,19500,700,4,5000,0,0,2020,Q1,11.4,0.6,0.4,0.5,0.4,0.3,3909500,3926331,3931316,3940235,3956971,3751582
OR,97000,108000,4800,4,9000,1700,2,2020,Q1,24.4,10.4,10.8,14.5,1.3,0.3,4015792,4089976,4143625,4181886,4217737,3831079
PA,18500,24000,1000,4,1100,320,1,2020,Q1,15.5,3.9,2.8,1.8,2.7,3.2,12784826,12782275,12787641,12800922,12801989,12702868
